  2.9392	  0.1833
  2.9521	  0.1717
  2.9650	  0.1601
  2.9779	  0.1485
  2.9908	  0.1369
  3.0037	  0.1253
  3.0166	  0.1137
  3.0295	  0.1044
  3.0424	  0.0905
  3.0552	  0.0812
  3.0681	  0.0696
  3.0810	  0.0580
  3.0939	  0.0464
  3.1068	  0.0348
  3.1197	  0.0232
  3.1326	  0.0116
  3.1455	  0.0000
  3.1584	 -0.0116
  3.1713	 -0.0232
  3.1842	 -0.0348
  3.1971	 -0.0441
  3.2099	 -0.0580
  3.2228	 -0.0696
  3.2357	 -0.0812
  3.2486	 -0.0928
  3.2615	 -0.1021
  3.2744	 -0.1137
  3.2873	 -0.1276
  3.3002	 -0.1369
  3.3131	 -0.1508
  3.3260	 -0.1601
  3.3389	 -0.1717
  3.3517	 -0.1833
  3.3646	 -0.1926
  3.3775	 -0.2065
  3.3904	 -0.2158
  3.4033	 -0.2274
  3.4162	 -0.2390
  3.4291	 -0.2506
  3.4420	 -0.2622
  3.4549	 -0.2715
  3.4678	 -0.2831
  3.4807	 -0.2947
  3.4936	 -0.3063
  3.5064	 -0.3155
  3.5193	 -0.3271
  3.5322	 -0.3364
  3.5451	 -0.3480
  3.5580	 -0.3596
  3.5709	 -0.3689
  3.5838	 -0.3805
  3.5967	 -0.3898
  3.6096	 -0.4014
  3.6225	 -0.4107
  3.6354	 -0.4223
  3.6483	 -0.4315
  3.6611	 -0.4408
  3.6740	 -0.4524
  3.6869	 -0.4617
  3.6998	 -0.4733
  3.7127	 -0.4826
  3.7256	 -0.4919
  3.7385	 -0.5012
  3.7514	 -0.5104
  3.7643	 -0.5197
  3.7772	 -0.5290
  3.7901	 -0.5383
  3.8029	 -0.5476
  3.8158	 -0.5568
  3.8287	 -0.5661
  3.8416	 -0.5754
  3.8545	 -0.5847
  3.8674	 -0.5940
  3.8803	 -0.6032
  3.8932	 -0.6125
  3.9061	 -0.6195
  3.9190	 -0.6264
  3.9319	 -0.6357
  3.9448	 -0.6450
  3.9576	 -0.6543
  3.9705	 -0.6589
  3.9834	 -0.6682
  3.9963	 -0.6775
  4.0092	 -0.6845
  4.0221	 -0.6914
  4.0350	 -0.7007
  4.0479	 -0.7053
  4.0608	 -0.7146
  4.0737	 -0.7193
  4.0866	 -0.7285
  4.0994	 -0.7332
  4.1123	 -0.7425
  4.1252	 -0.7471
  4.1381	 -0.7564
  4.1510	 -0.7610
  4.1639	 -0.7680
  4.1768	 -0.7726
  4.1897	 -0.7796
  4.2026	 -0.7842
  4.2155	 -0.7912
  4.2284	 -0.7958
  4.2413	 -0.8028
  4.2541	 -0.8074
  4.2670	 -0.8121
  4.2799	 -0.8167
  4.2928	 -0.8214
  4.3057	 -0.8260
  4.3186	 -0.8329
  4.3315	 -0.8376
  4.3444	 -0.8399
  4.3573	 -0.8469
  4.3702	 -0.8469
  4.3831	 -0.8538
  4.3959	 -0.8561
  4.4088	 -0.8608
  4.4217	 -0.8654
  4.4346	 -0.8701
  4.4475	 -0.8724
  4.4604	 -0.8747
  4.4733	 -0.8793
  4.4862	 -0.8793
  4.4991	 -0.8840
  4.5120	 -0.8863
  4.5249	 -0.8886
  4.5378	 -0.8886
  4.5506	 -0.8933
  4.5635	 -0.8933
  4.5764	 -0.8979
  4.5893	 -0.8979
  4.6022	 -0.8979
  4.6151	 -0.9025
  4.6280	 -0.9025
  4.6409	 -0.9025
  4.6538	 -0.9025
  4.6667	 -0.9072
  4.6796	 -0.9072
  4.6924	 -0.9072
  4.7053	 -0.9072
  4.7182	 -0.9072
  4.7311	 -0.9072
  4.7440	 -0.9072
  4.7569	 -0.9072
  4.7698	 -0.9072
  4.7827	 -0.9072
  4.7956	 -0.9072
  4.8085	 -0.9025
  4.8214	 -0.9025
  4.8343	 -0.9025
  4.8471	 -0.9025
  4.8600	 -0.8979
  4.8729	 -0.8979
  4.8858	 -0.8979
  4.8987	 -0.8933
  4.9116	 -0.8933
  4.9245	 -0.8933
  4.9374	 -0.8886
  4.9632	 -0.8840
  4.9761	 -0.8793
  4.9890	 -0.8770
  5.0018	 -0.8747
  5.0147	 -0.8701
  5.0276	 -0.8701
  5.0405	 -0.8654
  5.0534	 -0.8608
  5.0663	 -0.8585
  5.0792	 -0.8538
  5.0921	 -0.8515
  5.1050	 -0.8469
  5.1179	 -0.8422
  5.1308	 -0.8376
  5.1436	 -0.8329
  5.1565	 -0.8283
  5.1694	 -0.8237
  5.1823	 -0.8190
  5.1952	 -0.8121
  5.2081	 -0.8074
  5.2210	 -0.8028
  5.2339	 -0.7958
  5.2468	 -0.7912
  5.2597	 -0.7865
  5.2726	 -0.7796
  5.2855	 -0.7726
  5.2983	 -0.7657
  5.3112	 -0.7610
  5.3241	 -0.7541
  5.3370	 -0.7471
  5.3499	 -0.7425
  5.3628	 -0.7332
  5.3757	 -0.7285
  5.3886	 -0.7216
  5.4015	 -0.7146
  5.4144	 -0.7053
  5.4273	 -0.7007
  5.4401	 -0.6914
  5.4530	 -0.6845
  5.4659	 -0.6775
  5.4788	 -0.6682
  5.4917	 -0.6636
  5.5046	 -0.6543
  5.5175	 -0.6450
  5.5304	 -0.6357
  5.5433	 -0.6311
  5.5562	 -0.6218
  5.5691	 -0.6125
  5.5820	 -0.6032
  5.5948	 -0.5940
  5.6077	 -0.5847
  5.6206	 -0.5754
  5.6335	 -0.5685
  5.6464	 -0.5592
  5.6593	 -0.5499
  5.6722	 -0.5406
  5.6851	 -0.5313
  5.6980	 -0.5220
  5.7109	 -0.5104
  5.7238	 -0.5012
  5.7366	 -0.4919
  5.7495	 -0.4826
  5.7624	 -0.4733
  5.7753	 -0.4640
  5.7882	 -0.4548
  5.8011	 -0.4432
  5.8140	 -0.4339
  5.8269	 -0.4223
  5.8398	 -0.4130
  5.8527	 -0.4037
  5.8656	 -0.3921
  5.8785	 -0.3805
  5.8913	 -0.3712
  5.9042	 -0.3596
  5.9171	 -0.3503
  5.9300	 -0.3387
  5.9429	 -0.3295
  5.9558	 -0.3179
  5.9687	 -0.3063
  5.9816	 -0.2947
  5.9945	 -0.2854
  6.0074	 -0.2738
  6.0203	 -0.2622
  6.0331	 -0.2529
  6.0460	 -0.2413
  6.0589	 -0.2297
  6.0718	 -0.2181
  6.0847	 -0.2065
  6.0976	 -0.1949
  6.1105	 -0.1833
  6.1234	 -0.1740
  6.1363	 -0.1624
  6.1492	 -0.1508
  6.1621	 -0.1392
  6.1750	 -0.1276
  6.1878	 -0.1160
  6.2007	 -0.1044
  6.2136	 -0.0951
  6.2265	 -0.0812
  6.2394	 -0.0696
  6.2523	 -0.0580
  6.2652	 -0.0464
  6.2781	 -0.0348
  6.2910	 -0.0255
  6.3039	 -0.0162
